STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,landcover,Land cover,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES5,Este,2018,,5.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES51,Cataluña,2009,,6.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES51,Cataluña,2012,,5.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES51,Cataluña,2015,,5.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES51,Cataluña,2018,,7.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES52,Comunitat Valenciana,2009,,7.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES52,Comunitat Valenciana,2012,,6.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES52,Comunitat Valenciana,2015,,6.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES52,Comunitat Valenciana,2018,,8.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES53,Illes Balears,2012,,19.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES53,Illes Balears,2015,,17.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES53,Illes Balears,2018,,23.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES6,Sur,2009,,4.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES6,Sur,2012,,4.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES6,Sur,2015,,4.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES6,Sur,2018,,6.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES61,Andalucía,2009,,5.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES61,Andalucía,2012,,4.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES61,Andalucía,2015,,4.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES61,Andalucía,2018,,8.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES62,Región de Murcia,2009,,11,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES62,Región de Murcia,2012,,9.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES62,Región de Murcia,2015,,9.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES62,Región de Murcia,2018,,12.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU27_2007,European Union - 27 countries (2007-2013),2012,,0.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU27_2007,European Union - 27 countries (2007-2013),2015,,0.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU27_2007,European Union - 27 countries (2007-2013),2018,,0.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU27_2020,European Union - 27 countries (from 2020),2015,,0.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU27_2020,European Union - 27 countries (from 2020),2018,,0.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU28,European Union - 28 countries (2013-2020),2015,,0.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU28,European Union - 28 countries (2013-2020),2018,,0.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU_V,European Union (aggregate changing according to the context),2009,,0.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU_V,European Union (aggregate changing according to the context),2012,,0.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU_V,European Union (aggregate changing according to the context),2015,,0.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EU_V,European Union (aggregate changing according to the context),2018,,0.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI,Finland,2009,,4.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI,Finland,2012,,5.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI,Finland,2015,,5.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI,Finland,2018,,5.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1,Manner-Suomi,2009,,4.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1,Manner-Suomi,2012,,5.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1,Manner-Suomi,2015,,5.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1,Manner-Suomi,2018,,5.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI19,Länsi-Suomi,2009,,8.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI19,Länsi-Suomi,2012,,10.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI19,Länsi-Suomi,2015,,8.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI19,Länsi-Suomi,2018,,9.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1B,Helsinki-Uusimaa,2009,,14.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1B,Helsinki-Uusimaa,2012,,15.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1B,Helsinki-Uusimaa,2015,,16.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1B,Helsinki-Uusimaa,2018,,7.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1C,Etelä-Suomi,2009,,10.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1C,Etelä-Suomi,2012,,11.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1C,Etelä-Suomi,2015,,10.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1C,Etelä-Suomi,2018,,8.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1D,Pohjois- ja Itä-Suomi,2009,,7.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1D,Pohjois- ja Itä-Suomi,2012,,8.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1D,Pohjois- ja Itä-Suomi,2015,,9.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI1D,Pohjois- ja Itä-Suomi,2018,,9.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI2,Åland,2018,,46.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FI20,Åland,2018,,46.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR,France,2009,,1.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR,France,2012,,1.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR,France,2015,,1.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR,France,2018,,2.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR1,Ile de France,2009,,7.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR1,Ile de France,2012,,6.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR1,Ile de France,2015,,6.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR1,Ile de France,2018,,16.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR10,Ile de France,2009,,7.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR10,Ile de France,2012,,6.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR10,Ile de France,2015,,6.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR10,Ile de France,2018,,16.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR2,Bassin Parisien (NUTS 2013),2009,,4.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR2,Bassin Parisien (NUTS 2013),2012,,3.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR2,Bassin Parisien (NUTS 2013),2015,,3.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR21,Champagne-Ardenne (NUTS 2013),2009,,10.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR21,Champagne-Ardenne (NUTS 2013),2012,,9.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR21,Champagne-Ardenne (NUTS 2013),2015,,9.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR22,Picardie (NUTS 2013),2009,,10.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR22,Picardie (NUTS 2013),2012,,9.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR22,Picardie (NUTS 2013),2015,,9.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR23,Haute-Normandie (NUTS 2013),2009,,12,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR23,Haute-Normandie (NUTS 2013),2012,,10.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR23,Haute-Normandie (NUTS 2013),2015,,10.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR24,Centre (FR) (NUTS 2013),2009,,8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR24,Centre (FR) (NUTS 2013),2012,,7.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR24,Centre (FR) (NUTS 2013),2015,,6.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR25,Basse-Normandie (NUTS 2013),2009,,10.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR25,Basse-Normandie (NUTS 2013),2012,,9.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR25,Basse-Normandie (NUTS 2013),2015,,8.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR26,Bourgogne (NUTS 2013),2009,,10,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR26,Bourgogne (NUTS 2013),2012,,9.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR26,Bourgogne (NUTS 2013),2015,,8.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR3,Nord-Pas-de-Calais (NUTS 2013),2009,,8.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR3,Nord-Pas-de-Calais (NUTS 2013),2012,,7.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR3,Nord-Pas-de-Calais (NUTS 2013),2015,,7.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR30,Nord-Pas-de-Calais (NUTS 2013),2009,,8.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR30,Nord-Pas-de-Calais (NUTS 2013),2012,,7.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR30,Nord-Pas-de-Calais (NUTS 2013),2015,,7.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR4,Est (FR) (NUTS 2013),2009,,6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR4,Est (FR) (NUTS 2013),2012,,5.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR4,Est (FR) (NUTS 2013),2015,,5.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR41,Lorraine (NUTS 2013),2009,,9.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR41,Lorraine (NUTS 2013),2012,,8.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR41,Lorraine (NUTS 2013),2015,,8.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR42,Alsace (NUTS 2013),2009,,10.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR42,Alsace (NUTS 2013),2012,,10,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,FR42,Alsace (NUTS 2013),2015,,9.4,,,,,
