STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKK3,Cornwall and Isles of Scilly (NUTS 2021),2018,,46.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKK3,Cornwall and Isles of Scilly (NUTS 2021),2019,,46.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKK4,Devon (NUTS 2021),2017,,43.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKK4,Devon (NUTS 2021),2018,,45.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKK4,Devon (NUTS 2021),2019,,45.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKL1,West Wales and The Valleys (NUTS 2021),2017,,37.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKL1,West Wales and The Valleys (NUTS 2021),2018,,41.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKL1,West Wales and The Valleys (NUTS 2021),2019,,43.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKL2,East Wales (NUTS 2021),2017,,44.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKL2,East Wales (NUTS 2021),2018,,44.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKL2,East Wales (NUTS 2021),2019,,49.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM5,North Eastern Scotland (NUTS 2021),2017,,46.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM5,North Eastern Scotland (NUTS 2021),2018,,54.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM5,North Eastern Scotland (NUTS 2021),2019,,58.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM6,Highlands and Islands (NUTS 2021),2017,,49.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM6,Highlands and Islands (NUTS 2021),2018,,45.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM6,Highlands and Islands (NUTS 2021),2019,,53.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM7,Eastern Scotland (NUTS 2021),2017,,55.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM7,Eastern Scotland (NUTS 2021),2018,,55.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM7,Eastern Scotland (NUTS 2021),2019,,55.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM8,West Central Scotland (NUTS 2021),2017,,49.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM8,West Central Scotland (NUTS 2021),2018,,48.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM8,West Central Scotland (NUTS 2021),2019,,52.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM9,Southern Scotland (NUTS 2021),2017,,47.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM9,Southern Scotland (NUTS 2021),2018,,48.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKM9,Southern Scotland (NUTS 2021),2019,,50.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKN0,Northern Ireland (UK) (NUTS 2021),2017,,37.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKN0,Northern Ireland (UK) (NUTS 2021),2018,,40.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,F,Females,UKN0,Northern Ireland (UK) (NUTS 2021),2019,,44.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT11,Burgenland,2017,,27.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT11,Burgenland,2018,,28.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT11,Burgenland,2019,,31.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT12,Niederösterreich,2017,,32.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT12,Niederösterreich,2018,,33.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT12,Niederösterreich,2019,,32.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT13,Wien,2017,,40.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT13,Wien,2018,,41.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT13,Wien,2019,,40.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT21,Kärnten,2017,,29.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT21,Kärnten,2018,,30.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT21,Kärnten,2019,,29.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT22,Steiermark,2017,,27.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT22,Steiermark,2018,,29.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT22,Steiermark,2019,,31.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT31,Oberösterreich,2017,,31.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT31,Oberösterreich,2018,,31.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT31,Oberösterreich,2019,,34.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT32,Salzburg,2017,,34.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT32,Salzburg,2018,,33.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT32,Salzburg,2019,,33.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT33,Tirol,2017,,29.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT33,Tirol,2018,,31.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT33,Tirol,2019,,31.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT34,Vorarlberg,2017,,29.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT34,Vorarlberg,2018,,29.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,AT34,Vorarlberg,2019,,31.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,,45.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,,45.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2019,,44.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE21,Prov. Antwerpen,2017,,35.7,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE21,Prov. Antwerpen,2018,,36.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE21,Prov. Antwerpen,2019,,35.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE22,Prov. Limburg (BE),2017,,31.8,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE22,Prov. Limburg (BE),2018,,31.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE22,Prov. Limburg (BE),2019,,31.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE23,Prov. Oost-Vlaanderen,2017,,38.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE23,Prov. Oost-Vlaanderen,2018,,38.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE23,Prov. Oost-Vlaanderen,2019,,37.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE24,Prov. Vlaams-Brabant,2017,,47.7,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE24,Prov. Vlaams-Brabant,2018,,44.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE24,Prov. Vlaams-Brabant,2019,,44.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE25,Prov. West-Vlaanderen,2017,,32.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE25,Prov. West-Vlaanderen,2018,,32.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE25,Prov. West-Vlaanderen,2019,,32.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE31,Prov. Brabant wallon,2017,,52.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE31,Prov. Brabant wallon,2018,,52.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE31,Prov. Brabant wallon,2019,,52.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE32,Prov. Hainaut,2017,,27.4,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE32,Prov. Hainaut,2018,,27.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE32,Prov. Hainaut,2019,,27.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE33,Prov. Liège,2017,,31.6,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE33,Prov. Liège,2018,,33.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,BE33,Prov. Liège,2019,,33.0,,,,,
