"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch"
"HU22","HU",2018,1.47,12.4,1788.86,"High investement, low fertility"
"HU23","HU",2018,1.57,26.7,1788.86,"Balanced investment"
"HU31","HU",2018,1.84,31.3,1788.86,"Balanced investment"
"HU32","HU",2018,1.69,27.1,1788.86,"Balanced investment"
"HU33","HU",2018,1.55,22.2,1788.86,"Balanced investment"
"HU11","HU",2019,1.19,17.1,1800.59,"High investement, low fertility"
"HU12","HU",2019,1.63,20.2,1800.59,"Balanced investment"
"HU21","HU",2019,1.55,12.1,1800.59,"Balanced investment"
"HU22","HU",2019,1.48,17,1800.59,"High investement, low fertility"
"HU23","HU",2019,1.58,25,1800.59,"Balanced investment"
"HU31","HU",2019,1.83,26.7,1800.59,"Balanced investment"
"HU32","HU",2019,1.73,26,1800.59,"Balanced investment"
"HU33","HU",2019,1.55,16.5,1800.59,"Balanced investment"
"IE04","IE",2017,1.88,25.9,2472.25,"Balanced investment"
"IE05","IE",2017,1.84,24,2472.25,"Balanced investment"
"IE06","IE",2017,1.7,20.2,2472.25,"Balanced investment"
"IE04","IE",2018,1.89,25.2,2465.62,"Balanced investment"
"IE05","IE",2018,1.85,22.6,2465.62,"Balanced investment"
"IE06","IE",2018,1.66,17.9,2465.62,"Balanced investment"
"IE04","IE",2019,1.87,26.4,2408.56,"Balanced investment"
"IE05","IE",2019,1.76,21,2408.56,"Balanced investment"
"IE06","IE",2019,1.64,17.4,2408.56,"Balanced investment"
"ITC1","IT",2017,1.34908,18.4,7417.46,"High investement, low fertility"
"ITC2","IT",2017,1.35592,17.2,7417.46,"High investement, low fertility"
"ITC3","IT",2017,1.29024,19,7417.46,"High investement, low fertility"
"ITC4","IT",2017,1.40535,16.9,7417.46,"High investement, low fertility"
"ITF1","IT",2017,1.25286,28.2,7417.46,"High investement, low fertility"
"ITF2","IT",2017,1.20144,35,7417.46,"High investement, low fertility"
"ITF3","IT",2017,1.36197,43,7417.46,"High investement, low fertility"
"ITF4","IT",2017,1.25093,36.7,7417.46,"High investement, low fertility"
"ITF5","IT",2017,1.20013,31.9,7417.46,"High investement, low fertility"
"ITF6","IT",2017,1.30506,43.9,7417.46,"High investement, low fertility"
"ITG1","IT",2017,1.37181,48.9,7417.46,"High investement, low fertility"
"ITG2","IT",2017,1.07838,37.2,7417.46,"High investement, low fertility"
"ITH1","IT",2017,1.74689,6.3,7417.46,"Balanced investment"
"ITH2","IT",2017,1.4863,17.1,7417.46,"High investement, low fertility"
"ITH3","IT",2017,1.36698,13,7417.46,"High investement, low fertility"
"ITH4","IT",2017,1.31574,13.1,7417.46,"High investement, low fertility"
"ITH5","IT",2017,1.36091,15,7417.46,"High investement, low fertility"
"ITI1","IT",2017,1.29473,17.4,7417.46,"High investement, low fertility"
"ITI2","IT",2017,1.25818,16.1,7417.46,"High investement, low fertility"
"ITI3","IT",2017,1.26097,20.9,7417.46,"High investement, low fertility"
"ITI4","IT",2017,1.30127,26.7,7417.46,"High investement, low fertility"
"ITC1","IT",2018,1.29684,18.4,7386.68,"High investement, low fertility"
"ITC2","IT",2018,1.38873,13.1,7386.68,"High investement, low fertility"
"ITC3","IT",2018,1.24387,18.1,7386.68,"High investement, low fertility"
"ITC4","IT",2018,1.36258,14.9,7386.68,"High investement, low fertility"
"ITF1","IT",2018,1.2048,25.8,7386.68,"High investement, low fertility"
"ITF2","IT",2018,1.10607,25,7386.68,"High investement, low fertility"
"ITF3","IT",2018,1.32915,48.9,7386.68,"High investement, low fertility"
"ITF4","IT",2018,1.23363,35.8,7386.68,"High investement, low fertility"
"ITF5","IT",2018,1.1411,35.2,7386.68,"High investement, low fertility"
"ITF6","IT",2018,1.2891,40.7,7386.68,"High investement, low fertility"
"ITG1","IT",2018,1.37221,49.5,7386.68,"High investement, low fertility"
"ITG2","IT",2018,1.03521,33.6,7386.68,"High investement, low fertility"
"ITH1","IT",2018,1.72907,12.7,7386.68,"Balanced investment"
"ITH2","IT",2018,1.4505,18.8,7386.68,"High investement, low fertility"
"ITH3","IT",2018,1.34451,13.2,7386.68,"High investement, low fertility"
"ITH4","IT",2018,1.28507,12.2,7386.68,"High investement, low fertility"
"ITH5","IT",2018,1.348,14,7386.68,"High investement, low fertility"
"ITI1","IT",2018,1.2608,17.9,7386.68,"High investement, low fertility"
"ITI2","IT",2018,1.22402,17,7386.68,"High investement, low fertility"
"ITI3","IT",2018,1.22736,16.1,7386.68,"High investement, low fertility"
"ITI4","IT",2018,1.25317,25.7,7386.68,"High investement, low fertility"
"ITC1","IT",2019,1.27,16.3,7787.58,"High investement, low fertility"
"ITC2","IT",2019,1.31,8.6,7787.58,"High investement, low fertility"
"ITC3","IT",2019,1.21,17.5,7787.58,"High investement, low fertility"
"ITC4","IT",2019,1.33,16.6,7787.58,"High investement, low fertility"
"ITF1","IT",2019,1.17,24.4,7787.58,"High investement, low fertility"
"ITF2","IT",2019,1.15,33.7,7787.58,"High investement, low fertility"
"ITF3","IT",2019,1.31,48.2,7787.58,"High investement, low fertility"
"ITF4","IT",2019,1.2,37,7787.58,"High investement, low fertility"
"ITF5","IT",2019,1.15,33,7787.58,"High investement, low fertility"
"ITF6","IT",2019,1.26,34.8,7787.58,"High investement, low fertility"
"ITG1","IT",2019,1.33,45.4,7787.58,"High investement, low fertility"
"ITG2","IT",2019,1,27.4,7787.58,"High investement, low fertility"
"ITH1","IT",2019,1.71,10.4,7787.58,"Balanced investment"
"ITH2","IT",2019,1.42,11.4,7787.58,"High investement, low fertility"
"ITH3","IT",2019,1.29,10.3,7787.58,"High investement, low fertility"
"ITH4","IT",2019,1.25,13.5,7787.58,"High investement, low fertility"
"ITH5","IT",2019,1.3,14,7787.58,"High investement, low fertility"
"ITI1","IT",2019,1.21,18.4,7787.58,"High investement, low fertility"
"ITI2","IT",2019,1.2,12.3,7787.58,"High investement, low fertility"
"ITI3","IT",2019,1.19,18.5,7787.58,"High investement, low fertility"
"ITI4","IT",2019,1.18,24.1,7787.58,"High investement, low fertility"
"LT01","LT",2017,1.49406,23.1,292.87,"High investement, low fertility"
"LT02","LT",2017,1.59857,32.4,292.87,"Balanced investment"
"LT01","LT",2018,1.48992,22.2,470.3,"High investement, low fertility"
"LT02","LT",2018,1.54059,31.1,470.3,"Balanced investment"
"LT01","LT",2019,1.35689,20.2,582.26,"High investement, low fertility"
"LT02","LT",2019,1.46291,27.6,582.26,"High investement, low fertility"
"NL11","NL",2017,1.45,21.8,3153.53,"High investement, low fertility"
"NL12","NL",2017,1.77,17.7,3153.53,"Balanced investment"
"NL13","NL",2017,1.77,16.8,3153.53,"Balanced investment"
"NL21","NL",2017,1.72,16.4,3153.53,"Balanced investment"
"NL22","NL",2017,1.7,15.2,3153.53,"Balanced investment"
"NL23","NL",2017,1.72,17.4,3153.53,"Balanced investment"
"NL31","NL",2017,1.68,14.9,3153.53,"Balanced investment"
"NL32","NL",2017,1.52,16.7,3153.53,"High investement, low fertility"
"NL33","NL",2017,1.64,19.3,3153.53,"Balanced investment"
"NL34","NL",2017,1.76,12.7,3153.53,"Balanced investment"
"NL41","NL",2017,1.61,14.1,3153.53,"Balanced investment"
"NL42","NL",2017,1.48,15.8,3153.53,"High investement, low fertility"
"NL11","NL",2018,1.39,22.1,3103.21,"High investement, low fertility"
"NL12","NL",2018,1.71,16.3,3103.21,"Balanced investment"
"NL13","NL",2018,1.68,14.8,3103.21,"Balanced investment"
"NL21","NL",2018,1.69,15.7,3103.21,"Balanced investment"
"NL22","NL",2018,1.66,15.2,3103.21,"Balanced investment"
"NL23","NL",2018,1.78,15.6,3103.21,"Balanced investment"
"NL31","NL",2018,1.63,13.5,3103.21,"Balanced investment"
"NL32","NL",2018,1.49,17.2,3103.21,"High investement, low fertility"
"NL33","NL",2018,1.61,19.6,3103.21,"Balanced investment"
"NL34","NL",2018,1.72,14,3103.21,"Balanced investment"
"NL41","NL",2018,1.58,13.4,3103.21,"Balanced investment"
"NL42","NL",2018,1.45,16.9,3103.21,"High investement, low fertility"
"NL11","NL",2019,1.41,23.9,3334.74,"High investement, low fertility"
"NL12","NL",2019,1.75,16.5,3334.74,"Balanced investment"
"NL13","NL",2019,1.73,14.7,3334.74,"Balanced investment"
"NL21","NL",2019,1.68,15.6,3334.74,"Balanced investment"
"NL22","NL",2019,1.65,14.6,3334.74,"Balanced investment"
"NL23","NL",2019,1.77,16.2,3334.74,"Balanced investment"
"NL31","NL",2019,1.62,15.1,3334.74,"Balanced investment"
"NL32","NL",2019,1.46,17,3334.74,"High investement, low fertility"
"NL33","NL",2019,1.6,19.4,3334.74,"Balanced investment"
"NL34","NL",2019,1.73,14.8,3334.74,"Balanced investment"
"NL41","NL",2019,1.55,13.8,3334.74,"Balanced investment"
"NL42","NL",2019,1.43,15.5,3334.74,"High investement, low fertility"
"NO01","NO",2017,1.54,15.6,3841.18,"Balanced investment"
"NO02","NO",2017,1.57,14.9,3841.18,"Balanced investment"
"NO03","NO",2017,1.6,12.7,3841.18,"Balanced investment"
"NO04","NO",2017,1.77,14.6,3841.18,"Balanced investment"
"NO05","NO",2017,1.7,17.2,3841.18,"Balanced investment"
"NO06","NO",2017,1.63,17.1,3841.18,"Balanced investment"
"NO07","NO",2017,1.59,17.1,3841.18,"Balanced investment"
"NO01","NO",2018,1.5,16.4,3711.1,"High investement, low fertility"
"NO02","NO",2018,1.51,15.1,3711.1,"High investement, low fertility"
"NO03","NO",2018,1.56,13.6,3711.1,"Balanced investment"
"NO04","NO",2018,1.68,17.5,3711.1,"Balanced investment"
"NO05","NO",2018,1.64,14.7,3711.1,"Balanced investment"
"NO06","NO",2018,1.53,15,3711.1,"Balanced investment"
"NO07","NO",2018,1.54,16.8,3711.1,"Balanced investment"
"NO01","NO",2019,1.47,16.2,3779.56,"High investement, low fertility"
"NO02","NO",2019,1.48,19.7,3779.56,"High investement, low fertility"
"NO03","NO",2019,1.53,14.5,3779.56,"Balanced investment"
"NO04","NO",2019,1.64,17.4,3779.56,"Balanced investment"
"NO05","NO",2019,1.6,13.2,3779.56,"Balanced investment"
"NO06","NO",2019,1.52,14.4,3779.56,"High investement, low fertility"
"NO07","NO",2019,1.49,16.2,3779.56,"High investement, low fertility"
"PL21","PL",2019,1.51,18.1,10332.04,"High investement, low fertility"
"PL22","PL",2019,1.38,13,10332.04,"High investement, low fertility"
"PL41","PL",2019,1.55,17.3,10332.04,"Balanced investment"
"PL42","PL",2019,1.32,16.5,10332.04,"High investement, low fertility"
"PL43","PL",2019,1.35,14.8,10332.04,"High investement, low fertility"
"PL51","PL",2019,1.38,14.1,10332.04,"High investement, low fertility"
"PL52","PL",2019,1.33,17.8,10332.04,"High investement, low fertility"
"PL61","PL",2019,1.39,22.2,10332.04,"High investement, low fertility"
"PL62","PL",2019,1.35,23.7,10332.04,"High investement, low fertility"
"PL63","PL",2019,1.62,15,10332.04,"Balanced investment"
"PL71","PL",2019,1.36,17.1,10332.04,"High investement, low fertility"
"PL72","PL",2019,1.26,20.3,10332.04,"High investement, low fertility"
"PL81","PL",2019,1.34,28.5,10332.04,"High investement, low fertility"
"PL82","PL",2019,1.38,22.1,10332.04,"High investement, low fertility"
"PL84","PL",2019,1.42,20.5,10332.04,"High investement, low fertility"
"PL91","PL",2019,1.6,12.9,10332.04,"Balanced investment"
"PL92","PL",2019,1.51,21.1,10332.04,"High investement, low fertility"
"PT11","PT",2018,1.27667,23,679.96,"High investement, low fertility"
"PT15","PT",2018,1.64886,23.2,679.96,"Balanced investment"
"PT16","PT",2018,1.34243,22.8,679.96,"High investement, low fertility"
"PT17","PT",2018,1.62063,16.5,679.96,"Balanced investment"
"PT18","PT",2018,1.50266,21.1,679.96,"High investement, low fertility"
"PT20","PT",2018,1.39402,36.5,679.96,"High investement, low fertility"
"PT30","PT",2018,1.30193,31.9,679.96,"High investement, low fertility"
"PT11","PT",2019,1.28793,22.3,735.01,"High investement, low fertility"
"PT15","PT",2019,1.67784,22.7,735.01,"Balanced investment"
"PT16","PT",2019,1.36295,20.5,735.01,"High investement, low fertility"
"PT17","PT",2019,1.62614,17.5,735.01,"Balanced investment"
"PT18","PT",2019,1.54728,21.6,735.01,"Balanced investment"
"PT20","PT",2019,1.35461,36.7,735.01,"High investement, low fertility"
"PT30","PT",2019,1.3177,32,735.01,"High investement, low fertility"
"RO11","RO",2017,1.7,35.6,1846.93,"Balanced investment"
"RO12","RO",2017,1.88,29.7,1846.93,"Balanced investment"
"RO21","RO",2017,2.16,49.6,1846.93,"Balanced investment"
"RO22","RO",2017,1.89,52.4,1846.93,"Balanced investment"
"RO31","RO",2017,1.74,50.2,1846.93,"Balanced investment"
"RO32","RO",2017,1.52,31.8,1846.93,"High investement, low fertility"
"RO41","RO",2017,1.63,52.5,1846.93,"Balanced investment"
"RO42","RO",2017,1.58,31.8,1846.93,"Balanced investment"
"RO11","RO",2018,1.69,28.8,1937.69,"Balanced investment"
"RO12","RO",2018,1.84,27.6,1937.69,"Balanced investment"
"RO21","RO",2018,2.09,49.9,1937.69,"Balanced investment"
"RO22","RO",2018,1.84,50.3,1937.69,"Balanced investment"
"RO31","RO",2018,1.74,45.6,1937.69,"Balanced investment"
"RO32","RO",2018,1.53,28.2,1937.69,"Balanced investment"
"RO41","RO",2018,1.66,47.4,1937.69,"Balanced investment"
"RO42","RO",2018,1.6,24.2,1937.69,"Balanced investment"
"RO11","RO",2019,1.69,23.4,2319.51,"Balanced investment"
"RO12","RO",2019,1.85,28.2,2319.51,"Balanced investment"
"RO21","RO",2019,2.14,49.2,2319.51,"Balanced investment"
"RO22","RO",2019,1.84,49.5,2319.51,"Balanced investment"
"RO31","RO",2019,1.76,43.1,2319.51,"Balanced investment"
"RO32","RO",2019,1.55,21.7,2319.51,"Balanced investment"
"RO41","RO",2019,1.64,42.2,2319.51,"Balanced investment"
"RO42","RO",2019,1.58,24,2319.51,"Balanced investment"
"SE11","SE",2017,1.71,14.1,5743.82,"Balanced investment"
"SE12","SE",2017,1.8,16.7,5743.82,"Balanced investment"
"SE21","SE",2017,1.91,14,5743.82,"Balanced investment"
"SE22","SE",2017,1.78,21.9,5743.82,"Balanced investment"
"SE23","SE",2017,1.76,18.2,5743.82,"Balanced investment"
"SE31","SE",2017,1.89,20.3,5743.82,"Balanced investment"
"SE32","SE",2017,1.9,16.7,5743.82,"Balanced investment"
"SE33","SE",2017,1.73,15.3,5743.82,"Balanced investment"
"SE11","SE",2018,1.66,13.6,6104.67,"Balanced investment"
"SE12","SE",2018,1.76,16.5,6104.67,"Balanced investment"
"SE21","SE",2018,1.88,16.9,6104.67,"Balanced investment"
"SE22","SE",2018,1.76,26.2,6104.67,"Balanced investment"
"SE23","SE",2018,1.74,16.6,6104.67,"Balanced investment"
"SE31","SE",2018,1.89,19.5,6104.67,"Balanced investment"
"SE32","SE",2018,1.9,18.4,6104.67,"Balanced investment"
"SE33","SE",2018,1.69,17.4,6104.67,"Balanced investment"
"SE11","SE",2019,1.61,14.5,6162.41,"Balanced investment"
"SE12","SE",2019,1.72,18.4,6162.41,"Balanced investment"
"SE21","SE",2019,1.83,16.3,6162.41,"Balanced investment"
"SE22","SE",2019,1.72,24.7,6162.41,"Balanced investment"
"SE23","SE",2019,1.71,18.7,6162.41,"Balanced investment"
"SE31","SE",2019,1.78,18.2,6162.41,"Balanced investment"
"SE32","SE",2019,1.82,23.6,6162.41,"Balanced investment"
"SE33","SE",2019,1.7,16.3,6162.41,"Balanced investment"
"SI03","SI",2018,1.64,17.3,263.6,"Balanced investment"
"SI04","SI",2018,1.58,13.3,263.6,"Balanced investment"
"SI03","SI",2019,1.68,16.3,288.23,"Balanced investment"
"SI04","SI",2019,1.55,10.8,288.23,"Balanced investment"
"SK01","SK",2017,1.66,9.9,1090.32,"Balanced investment"
"SK02","SK",2017,1.34,12.9,1090.32,"High investement, low fertility"
"SK03","SK",2017,1.45,17.5,1090.32,"High investement, low fertility"
"SK04","SK",2017,1.65,20.1,1090.32,"Balanced investment"
"SK01","SK",2018,1.7,7.3,1078.79,"Balanced investment"
"SK02","SK",2018,1.35,10.7,1078.79,"High investement, low fertility"
"SK03","SK",2018,1.48,18.6,1078.79,"High investement, low fertility"
"SK04","SK",2018,1.66,20.6,1078.79,"Balanced investment"
"SK01","SK",2019,1.65,6.8,1167.88,"Balanced investment"
"SK02","SK",2019,1.4,10.2,1167.88,"High investement, low fertility"
"SK03","SK",2019,1.49,19.3,1167.88,"High investement, low fertility"
"SK04","SK",2019,1.69,19.7,1167.88,"Balanced investment"
"AL01","AL",2019,1.59,55.4,47.81,"High fertility, low investment"
"AL02","AL",2019,1.28,49.2,47.81,"Low investment, low fertility"
"AL03","AL",2019,1.23,48.4,47.81,"Low investment, low fertility"
"BG31","BG",2017,1.85291,47.4,361.33,"Balanced investment"
"BG32","BG",2017,1.71635,43,361.33,"Balanced investment"
"BG33","BG",2017,1.68931,40.4,361.33,"Balanced investment"
"BG34","BG",2017,2.10908,39.9,361.33,"Balanced investment"
"BG41","BG",2017,1.45777,26,361.33,"High investement, low fertility"
"BG42","BG",2017,1.79732,45,361.33,"Balanced investment"
"BG31","BG",2018,1.88775,42,379.84,"Balanced investment"
"BG32","BG",2018,1.75067,34.5,379.84,"Balanced investment"
"BG33","BG",2018,1.73954,34.5,379.84,"Balanced investment"
"BG34","BG",2018,2.10184,36.2,379.84,"Balanced investment"
"BG41","BG",2018,1.46803,22.8,379.84,"High investement, low fertility"
"BG42","BG",2018,1.83131,39.2,379.84,"Balanced investment"
"BG31","BG",2019,1.90808,41.6,382.05,"Balanced investment"
"BG32","BG",2019,1.77018,37.6,382.05,"Balanced investment"
"BG33","BG",2019,1.83009,33.7,382.05,"Balanced investment"
"BG34","BG",2019,2.15573,37.9,382.05,"Balanced investment"
"BG41","BG",2019,1.53127,22.7,382.05,"Balanced investment"
"BG42","BG",2019,1.87979,38.1,382.05,"Balanced investment"
"CH01","CH",2017,1.52,20.4,7480.3,"High investement, low fertility"
"CH02","CH",2017,1.53,19.7,7480.3,"Balanced investment"
"CH03","CH",2017,1.52,17.3,7480.3,"High investement, low fertility"
"CH04","CH",2017,1.5,14.3,7480.3,"High investement, low fertility"
"CH05","CH",2017,1.54,17.9,7480.3,"Balanced investment"
"CH06","CH",2017,1.56,13.6,7480.3,"Balanced investment"
"CH07","CH",2017,1.37,34,7480.3,"High investement, low fertility"
"CH01","CH",2018,1.51,21.2,7501.19,"High investement, low fertility"
"CH02","CH",2018,1.53,19.1,7501.19,"Balanced investment"
"CH03","CH",2018,1.51,18.2,7501.19,"High investement, low fertility"
"CH04","CH",2018,1.47,11.9,7501.19,"High investement, low fertility"
"CH05","CH",2018,1.59,17.7,7501.19,"Balanced investment"
"CH06","CH",2018,1.59,12.5,7501.19,"Balanced investment"
"CH07","CH",2018,1.28,30.2,7501.19,"High investement, low fertility"
"CH01","CH",2019,1.47,26.1,7655.53,"High investement, low fertility"
"CH02","CH",2019,1.5,21.1,7655.53,"High investement, low fertility"
"CH03","CH",2019,1.5,18.8,7655.53,"High investement, low fertility"
"CH04","CH",2019,1.42,13.1,7655.53,"High investement, low fertility"
"CH05","CH",2019,1.53,17.2,7655.53,"Balanced investment"
"CH06","CH",2019,1.54,14.2,7655.53,"Balanced investment"
"CH07","CH",2019,1.26,26.7,7655.53,"High investement, low fertility"
"CZ01","CZ",2017,1.55,9.8,2511.04,"Balanced investment"
"CZ02","CZ",2017,1.79,11,2511.04,"Balanced investment"
"CZ03","CZ",2017,1.7,9.3,2511.04,"Balanced investment"
"CZ04","CZ",2017,1.67,16.1,2511.04,"Balanced investment"
