"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch","dist_to_median"
"PL41","PL",2019,1.55,17.3,318.03,"Balanced Investment",93.73370999999997
"EL61","EL",2018,1.32,32.9,196.9,"Low Priority Region",27.626289999999987
"BG42","BG",2018,1.83131,39.2,177.37,"High Fert / Low Spend",47.25501999999999
"NO02","NO",2018,1.51,15.1,176.36,"Low Priority Region",47.97628999999998
"PL61","PL",2019,1.39,22.2,318.03,"High Investment, Low Fertility",93.84628999999998
"EL42","EL",2018,1.54,31.6,271.43,"Balanced Investment",47.12371000000002
"PL22","PL",2019,1.38,13,318.03,"High Investment, Low Fertility",93.85628999999997
"PL51","PL",2019,1.38,14.1,318.03,"High Investment, Low Fertility",93.85628999999997
"PL71","PL",2019,1.36,17.1,318.03,"High Investment, Low Fertility",93.87628999999998
"BG33","BG",2018,1.73954,34.5,177.37,"High Fert / Low Spend",47.16324999999999
"PL62","PL",2019,1.35,23.7,318.03,"High Investment, Low Fertility",93.88628999999997
"PL81","PL",2019,1.34,28.5,318.03,"High Investment, Low Fertility",93.89628999999998
"PL52","PL",2019,1.33,17.8,318.03,"High Investment, Low Fertility",93.90628999999998
"EL41","EL",2018,1.63,31.9,271.43,"Balanced Investment",47.21371000000001
"PL42","PL",2019,1.32,16.5,318.03,"High Investment, Low Fertility",93.91628999999998
"PL72","PL",2019,1.26,20.3,318.03,"High Investment, Low Fertility",93.97628999999998
"LT02","LT",2017,1.59857,32.4,318.28,"Balanced Investment",94.03227999999999
"EL65","EL",2018,1.35,29.2,271.43,"High Investment, Low Fertility",47.286290000000015
"NO01","NO",2017,1.54,15.6,176.77,"High Fert / Low Spend",47.563709999999986
"ITH1","IT",2019,1.71,10.4,130.38,"High Fert / Low Spend",94.12371
"ITC4","IT",2019,1.33,16.6,130.38,"Low Priority Region",94.13629
"EL51","EL",2018,1.32,33.5,271.43,"High Investment, Low Fertility",47.316290000000016
"ITF3","IT",2019,1.31,48.2,130.38,"Low Priority Region",94.15629
"ITF3","IT",2019,1.31,48.2,130.38,"Low Priority Region",94.15629
"ITH5","IT",2019,1.3,14,130.38,"Low Priority Region",94.16629
"EL64","EL",2018,1.23,28.7,271.43,"High Investment, Low Fertility",47.40629000000001
"ITH3","IT",2019,1.29,10.3,130.38,"Low Priority Region",94.17629
"ITC1","IT",2019,1.27,16.3,130.38,"Low Priority Region",94.19629
"ITF6","IT",2019,1.26,34.8,130.38,"Low Priority Region",94.20629
"HR04","HR",2017,1.43,24.8,176.87,"Low Priority Region",47.54628999999999
"ITH4","IT",2019,1.25,13.5,130.38,"Low Priority Region",94.21629
"ITC2","IT",2018,1.38873,13.1,130.22,"Low Priority Region",94.23755999999999
"ITG1","IT",2018,1.37221,49.5,130.22,"Low Priority Region",94.25407999999999
"NO02","NO",2017,1.57,14.9,176.77,"High Fert / Low Spend",47.59370999999998
"NO04","NO",2017,1.77,14.6,176.77,"High Fert / Low Spend",47.79370999999998
"ITC4","IT",2018,1.36258,14.9,130.22,"Low Priority Region",94.26370999999999
"ITF4","IT",2019,1.2,37,130.38,"Low Priority Region",94.26629
"NO07","NO",2017,1.59,17.1,176.77,"High Fert / Low Spend",47.61370999999998
"ITI3","IT",2019,1.19,18.5,130.38,"Low Priority Region",94.27629
"ITH5","IT",2018,1.348,14,130.22,"Low Priority Region",94.27829
"ITH3","IT",2018,1.34451,13.2,130.22,"Low Priority Region",94.28178
"NO06","NO",2017,1.63,17.1,176.77,"High Fert / Low Spend",47.65370999999998
"ITF1","IT",2019,1.17,24.4,130.38,"Low Priority Region",94.29629
"ITF3","IT",2018,1.32915,48.9,130.22,"Low Priority Region",94.29714
"ITH1","IT",2018,1.72907,12.7,130.22,"High Fert / Low Spend",94.30278
"BG32","BG",2017,1.71635,43,176.78,"High Fert / Low Spend",47.730059999999995
"ITF2","IT",2019,1.15,33.7,130.38,"Low Priority Region",94.31629
"ITC1","IT",2018,1.29684,18.4,130.22,"Low Priority Region",94.32945
"ITF6","IT",2018,1.2891,40.7,130.22,"Low Priority Region",94.33718999999999
"PL92","PL",2019,1.51,21.1,272.14,"High Investment, Low Fertility",47.83628999999999
"NO07","NO",2018,1.54,16.8,176.36,"High Fert / Low Spend",47.97370999999998
"ITI4","IT",2018,1.25317,25.7,130.22,"Low Priority Region",94.37312
"ITC3","IT",2018,1.24387,18.1,130.22,"Low Priority Region",94.38242
"PL91","PL",2019,1.6,12.9,272.14,"Balanced Investment",47.89370999999999
"ITI3","IT",2018,1.22736,16.1,130.22,"Low Priority Region",94.39893
"ITI2","IT",2018,1.22402,17,130.22,"Low Priority Region",94.40226999999999
"ITF1","IT",2018,1.2048,25.8,130.22,"Low Priority Region",94.42148999999999
"NO06","NO",2018,1.53,15,176.36,"High Fert / Low Spend",47.96370999999998
"ITG2","IT",2019,1,27.4,130.38,"Low Priority Region",94.46629
"ITF5","IT",2018,1.1411,35.2,130.22,"Low Priority Region",94.48518999999999
"ITF2","IT",2018,1.10607,25,130.22,"Low Priority Region",94.52022
"PL22","PL",2019,1.38,13,272.14,"High Investment, Low Fertility",47.966289999999994
"HR04","HR",2018,1.49,22.6,129.8,"Low Priority Region",94.55628999999998
"ITG2","IT",2018,1.03521,33.6,130.22,"Low Priority Region",94.59107999999999
"ES22","ES",2018,1.37788,13.1,129.87,"Low Priority Region",94.59840999999999
"RO11","RO",2018,1.69,28.8,195.73,"High Fert / Low Spend",28.753710000000005
"NO04","NO",2018,1.68,17.5,176.36,"High Fert / Low Spend",48.113709999999976
"NL23","NL",2019,1.77,16.2,176,"High Fert / Low Spend",48.56370999999999
"ES24","ES",2018,1.28449,17.8,129.87,"Low Priority Region",94.69179999999999
"NO03","NO",2018,1.56,13.6,176.36,"High Fert / Low Spend",47.99370999999998
"ES53","ES",2018,1.24665,17.3,129.87,"Low Priority Region",94.72963999999999
"ES23","ES",2018,1.23376,19.1,129.87,"Low Priority Region",94.74252999999999
"RO12","RO",2017,1.88,29.7,129.85,"High Fert / Low Spend",94.82371
"PL81","PL",2019,1.34,28.5,272.14,"High Investment, Low Fertility",48.00628999999999
"ES11","ES",2018,1.04073,24.1,129.87,"Low Priority Region",94.93556
"ES70","ES",2018,1.00946,39.2,129.87,"Low Priority Region",94.96682999999999
"HR04","HR",2019,1.49,21.6,129.22,"Low Priority Region",95.13628999999999
"NO05","NO",2018,1.64,14.7,176.36,"High Fert / Low Spend",48.07370999999998
"HR03","HR",2019,1.42,19.4,129.22,"Low Priority Region",95.20629
"FI1D","FI",2019,1.44,17.8,319.82,"High Investment, Low Fertility",95.58629
"FI1C","FI",2019,1.3,14.7,319.82,"High Investment, Low Fertility",95.72629
"BG34","BG",2017,2.10908,39.9,176.78,"High Fert / Low Spend",48.122789999999995
"NL31","NL",2019,1.62,15.1,176,"High Fert / Low Spend",48.413709999999995
"RO32","RO",2019,1.55,21.7,128.43,"High Fert / Low Spend",95.91370999999998
"RO42","RO",2019,1.58,24,128.43,"High Fert / Low Spend",95.94370999999998
"RO41","RO",2019,1.64,42.2,176.15,"High Fert / Low Spend",48.283709999999985
"RO41","RO",2019,1.64,42.2,128.43,"High Fert / Low Spend",96.00370999999998
"ES51","ES",2019,1.26909,18.8,128.55,"Low Priority Region",96.02719999999998
"ES21","ES",2019,1.24932,15,128.55,"Low Priority Region",96.04696999999999
"NL41","NL",2019,1.55,13.8,176,"High Fert / Low Spend",48.343709999999994
"ES52","ES",2019,1.23134,28.2,128.55,"Low Priority Region",96.06494999999998
"ES43","ES",2019,1.2167,36.9,128.55,"Low Priority Region",96.07958999999998
"RO31","RO",2019,1.76,43.1,128.43,"High Fert / Low Spend",96.12370999999999
"NL33","NL",2019,1.6,19.4,176,"High Fert / Low Spend",48.39370999999999
"ES41","ES",2019,1.12497,16.8,128.55,"Low Priority Region",96.17131999999998
"ITH1","IT",2019,1.71,10.4,128.3,"High Fert / Low Spend",96.20370999999999
"ITH1","IT",2019,1.71,10.4,128.3,"High Fert / Low Spend",96.20370999999999
"NL42","NL",2019,1.43,15.5,176,"Low Priority Region",48.41629
"NL34","NL",2019,1.73,14.8,176,"High Fert / Low Spend",48.523709999999994
"ITC4","IT",2019,1.33,16.6,128.3,"Low Priority Region",96.21628999999999
"ITF3","IT",2019,1.31,48.2,128.3,"Low Priority Region",96.23628999999998
"NL11","NL",2019,1.41,23.9,176,"Low Priority Region",48.43628999999999
"ITH5","IT",2019,1.3,14,128.3,"Low Priority Region",96.24628999999999
"ITH3","IT",2019,1.29,10.3,128.3,"Low Priority Region",96.25628999999998
"ITC1","IT",2019,1.27,16.3,128.3,"Low Priority Region",96.27628999999999
"NL21","NL",2019,1.68,15.6,176,"High Fert / Low Spend",48.47370999999999
"ITF6","IT",2019,1.26,34.8,128.3,"Low Priority Region",96.28628999999998
"ITH4","IT",2019,1.25,13.5,128.3,"Low Priority Region",96.29628999999998
"ITI1","IT",2019,1.21,18.4,128.3,"Low Priority Region",96.33628999999998
"ITC4","IT",2017,1.40535,16.9,272.7,"High Investment, Low Fertility",48.50093999999999
"ES12","ES",2019,0.95664,25,128.55,"Low Priority Region",96.33964999999998
"ITI2","IT",2019,1.2,12.3,128.3,"Low Priority Region",96.34628999999998
"ITI2","IT",2019,1.2,12.3,128.3,"Low Priority Region",96.34628999999998
"NL34","NL",2019,1.73,14.8,176,"High Fert / Low Spend",48.523709999999994
"ITC1","IT",2017,1.34908,18.4,272.7,"High Investment, Low Fertility",48.55721
"ITF1","IT",2019,1.17,24.4,128.3,"Low Priority Region",96.37628999999998
"ITF5","IT",2019,1.15,33,128.3,"Low Priority Region",96.39628999999998
"ITH3","IT",2017,1.36698,13,272.7,"High Investment, Low Fertility",48.53930999999999
"RO21","RO",2019,2.14,49.2,128.43,"High Fert / Low Spend",96.50370999999998
"SE11","SE",2018,1.66,13.6,320.71,"Balanced Investment",96.52370999999998
"ITG2","IT",2019,1,27.4,128.3,"Low Priority Region",96.54628999999998
"ITF3","IT",2017,1.36197,43,272.7,"High Investment, Low Fertility",48.54432
"SE23","SE",2018,1.74,16.6,320.71,"Balanced Investment",96.60370999999999
"SE22","SE",2018,1.76,26.2,320.71,"Balanced Investment",96.62370999999999
"SE22","SE",2018,1.76,26.2,320.71,"Balanced Investment",96.62370999999999
"ITC2","IT",2017,1.35592,17.2,272.7,"High Investment, Low Fertility",48.550369999999994
"SE11","SE",2017,1.71,14.1,320.86,"Balanced Investment",96.72371000000003
"SE21","SE",2018,1.88,16.9,320.71,"Balanced Investment",96.74371
"SE33","SE",2017,1.73,15.3,320.86,"Balanced Investment",96.74371000000002
"NL33","NL",2017,1.64,19.3,195.07,"High Fert / Low Spend",29.36371
"ITI3","IT",2017,1.26097,20.9,272.7,"High Investment, Low Fertility",48.64532
"ITI2","IT",2018,1.22402,17,273.85,"High Investment, Low Fertility",49.83227000000003
"SE23","SE",2017,1.76,18.2,320.86,"Balanced Investment",96.77371000000002
"ITH1","IT",2017,1.74689,6.3,272.7,"Balanced Investment",48.60059999999999
"ITC2","IT",2018,1.38873,13.1,127.65,"Low Priority Region",96.80755999999998
"SE12","SE",2017,1.8,16.7,320.86,"Balanced Investment",96.81371000000001
"ES22","ES",2019,1.38361,12.4,127.64,"Low Priority Region",96.82267999999999
"ITI4","IT",2017,1.30127,26.7,272.7,"High Investment, Low Fertility",48.605019999999996
"ITC4","IT",2018,1.36258,14.9,127.65,"Low Priority Region",96.83370999999998
"ITH5","IT",2018,1.348,14,127.65,"Low Priority Region",96.84828999999999
"ITH3","IT",2018,1.34451,13.2,127.65,"Low Priority Region",96.85177999999999
"ITC3","IT",2017,1.29024,19,272.7,"High Investment, Low Fertility",48.616049999999994
"ITF3","IT",2018,1.32915,48.9,127.65,"Low Priority Region",96.86713999999999
"ITH1","IT",2018,1.72907,12.7,127.65,"High Fert / Low Spend",96.87277999999999
"ITC1","IT",2018,1.29684,18.4,127.65,"Low Priority Region",96.89944999999999
"ITI2","IT",2017,1.25818,16.1,272.7,"High Investment, Low Fertility",48.648109999999996
"HR03","HR",2017,1.39,21.6,175.39,"Low Priority Region",49.06629000000001
"ITF6","IT",2018,1.2891,40.7,127.65,"Low Priority Region",96.90718999999999
"ITH4","IT",2018,1.28507,12.2,127.65,"Low Priority Region",96.91121999999999
"ITF4","IT",2017,1.25093,36.7,272.7,"High Investment, Low Fertility",48.655359999999995
"SE21","SE",2017,1.91,14,320.86,"Balanced Investment",96.92371000000001
"ITI1","IT",2018,1.2608,17.9,127.65,"Low Priority Region",96.93548999999999
"HR03","HR",2019,1.42,19.4,127.49,"Low Priority Region",96.93629
"ITF5","IT",2017,1.20013,31.9,272.7,"High Investment, Low Fertility",48.70616
"ITC3","IT",2018,1.24387,18.1,127.65,"Low Priority Region",96.95241999999999
"ES24","ES",2019,1.25335,20.5,127.64,"Low Priority Region",96.95294
"ITF4","IT",2018,1.23363,35.8,127.65,"Low Priority Region",96.96265999999999
"ITG2","IT",2017,1.07838,37.2,272.7,"High Investment, Low Fertility",48.827909999999996
"ITI3","IT",2018,1.22736,16.1,127.65,"Low Priority Region",96.96892999999999
"ITI2","IT",2018,1.22402,17,127.65,"Low Priority Region",96.97226999999998
"ES30","ES",2019,1.21957,20.2,127.64,"Low Priority Region",96.98671999999999
"NO01","NO",2017,1.54,15.6,175.25,"High Fert / Low Spend",49.083709999999996
"NO04","NO",2017,1.77,14.6,175.25,"High Fert / Low Spend",49.31370999999999
"ITF5","IT",2018,1.1411,35.2,127.65,"Low Priority Region",97.05518999999998
"HR04","HR",2017,1.43,24.8,321.28,"High Investment, Low Fertility",97.05628999999998
"NO07","NO",2017,1.59,17.1,175.25,"High Fert / Low Spend",49.133709999999994
"HR03","HR",2017,1.39,21.6,321.28,"High Investment, Low Fertility",97.09628999999998
"ES62","ES",2018,1.52629,33.2,321.46,"Balanced Investment",97.13999999999999
"ES13","ES",2019,1.06379,19.8,127.64,"Low Priority Region",97.1425
"NO06","NO",2017,1.63,17.1,175.25,"High Fert / Low Spend",49.17370999999999
"BG42","BG",2017,1.79732,45,127.37,"High Fert / Low Spend",97.22102999999998
"ES12","ES",2019,0.95664,25,127.64,"Low Priority Region",97.24964999999999
"SI04","SI",2018,1.58,13.3,127.1,"High Fert / Low Spend",97.27371
"NO05","NO",2017,1.7,17.2,175.25,"High Fert / Low Spend",49.24370999999999
"SI03","SI",2018,1.64,17.3,127.1,"High Fert / Low Spend",97.33371
"ES51","ES",2018,1.30934,18.9,321.46,"High Investment, Low Fertility",97.35694999999998
"ES21","ES",2018,1.27534,12.2,321.46,"High Investment, Low Fertility",97.39094999999999
"ITC2","IT",2018,1.38873,13.1,273.85,"High Investment, Low Fertility",49.66756000000003
"ITF4","IT",2018,1.23363,35.8,273.85,"High Investment, Low Fertility",49.82266000000003
"ES53","ES",2018,1.24665,17.3,321.46,"High Investment, Low Fertility",97.41963999999999
"ES52","ES",2018,1.23939,30.7,321.46,"High Investment, Low Fertility",97.42689999999999
"ITH3","IT",2018,1.34451,13.2,273.85,"High Investment, Low Fertility",49.71178000000003
"ES43","ES",2018,1.21358,43.7,321.46,"High Investment, Low Fertility",97.45270999999998
"ES22","ES",2017,1.4463,13.2,126.92,"Low Priority Region",97.47998999999999
"ITC4","IT",2018,1.36258,14.9,321.65,"High Investment, Low Fertility",97.49370999999998
"ITF6","IT",2018,1.2891,40.7,273.85,"High Investment, Low Fertility",49.76719000000003
"ITH3","IT",2018,1.34451,13.2,321.65,"High Investment, Low Fertility",97.51177999999999
"ITF3","IT",2018,1.32915,48.9,321.65,"High Investment, Low Fertility",97.52713999999999
"BG34","BG",2017,2.10908,39.9,127.37,"High Fert / Low Spend",97.53278999999999
"ITC3","IT",2018,1.24387,18.1,273.85,"High Investment, Low Fertility",49.81242000000003
"RO11","RO",2017,1.7,35.6,126.93,"High Fert / Low Spend",97.56370999999999
"ITF6","IT",2018,1.2891,40.7,321.65,"High Investment, Low Fertility",97.56718999999998
"ITH4","IT",2018,1.28507,12.2,321.65,"High Investment, Low Fertility",97.57121999999998
"IE04","IE",2017,1.88,25.9,253.75,"Balanced Investment",29.783710000000006
"ITH1","IT",2019,1.71,10.4,274.29,"Balanced Investment",50.153710000000025
"ITG2","IT",2019,1,27.4,274.29,"High Investment, Low Fertility",50.49629000000003
"NL12","NL",2018,1.71,16.3,279.82,"Balanced Investment",55.68371
"ITF2","IT",2018,1.10607,25,273.85,"High Investment, Low Fertility",49.95022000000003
"ES11","ES",2018,1.04073,24.1,321.46,"High Investment, Low Fertility",97.62556
"ITI2","IT",2018,1.22402,17,321.65,"High Investment, Low Fertility",97.63226999999998
"ES43","ES",2017,1.28931,44.9,126.92,"Low Priority Region",97.63698
"ITH2","IT",2019,1.42,11.4,274.29,"High Investment, Low Fertility",50.07629000000003
"ES63","ES",2017,1.79543,46.9,126.92,"High Fert / Low Spend",97.66914
"ITF5","IT",2018,1.1411,35.2,321.65,"High Investment, Low Fertility",97.71518999999998
"RO12","RO",2017,1.88,29.7,126.93,"High Fert / Low Spend",97.74371
"NO02","NO",2017,1.57,14.9,174.21,"High Fert / Low Spend",50.15370999999998
"ES13","ES",2017,1.16135,20.5,126.92,"Low Priority Region",97.76494
"ES11","ES",2017,1.11971,23,126.92,"Low Priority Region",97.80658
"CH05","CH",2019,1.53,17.2,126.49,"High Fert / Low Spend",97.83371
"ITG1","IT",2019,1.33,45.4,274.29,"High Investment, Low Fertility",50.166290000000025
"ITH3","IT",2019,1.29,10.3,274.29,"High Investment, Low Fertility",50.206290000000024
"CH02","CH",2019,1.5,21.1,126.49,"Low Priority Region",97.85629
"CH02","CH",2019,1.5,21.1,126.49,"Low Priority Region",97.85629
"NO07","NO",2017,1.59,17.1,174.21,"High Fert / Low Spend",50.173709999999986
"ES12","ES",2017,1.0277,17.8,126.92,"Low Priority Region",97.89858999999998
"CH04","CH",2019,1.42,13.1,126.49,"Low Priority Region",97.93629
"RO21","RO",2017,2.16,49.6,126.93,"High Fert / Low Spend",98.02370999999998
"ITF3","IT",2019,1.31,48.2,274.29,"High Investment, Low Fertility",50.18629000000003
"LT01","LT",2017,1.49406,23.1,323.12,"High Investment, Low Fertility",98.83223000000001
"ES62","ES",2018,1.52629,33.2,125.44,"High Fert / Low Spend",98.88
"CZ01","CZ",2018,1.56,8.3,323.22,"Balanced Investment",98.93371000000003
"ITH5","IT",2019,1.3,14,274.29,"High Investment, Low Fertility",50.196290000000026
"ES63","ES",2018,1.68002,48.9,125.44,"High Fert / Low Spend",99.03372999999999
"CZ08","CZ",2018,1.68,16,323.22,"Balanced Investment",99.05371000000004
"CZ07","CZ",2018,1.71,12.5,323.22,"Balanced Investment",99.08371000000004
"NO06","NO",2017,1.63,17.1,174.21,"High Fert / Low Spend",50.213709999999985
"ITI2","IT",2019,1.2,12.3,274.29,"High Investment, Low Fertility",50.29629000000003
"CZ05","CZ",2018,1.74,11.6,323.22,"Balanced Investment",99.11371000000004
"CZ05","CZ",2018,1.74,11.6,323.22,"Balanced Investment",99.11371000000004
"ITF6","IT",2019,1.26,34.8,274.29,"High Investment, Low Fertility",50.236290000000025
"CZ06","CZ",2018,1.76,11.3,323.22,"Balanced Investment",99.13371000000004
"ES42","ES",2018,1.26129,33.4,125.44,"Low Priority Region",99.145
"SI03","SI",2018,1.64,17.3,125.28,"High Fert / Low Spend",99.15370999999999
"NO05","NO",2017,1.7,17.2,174.21,"High Fert / Low Spend",50.283709999999985
"ES43","ES",2018,1.21358,43.7,125.44,"Low Priority Region",99.19270999999999
"ES13","ES",2018,1.11039,24.4,125.44,"Low Priority Region",99.29589999999999
"ES12","ES",2018,1.02771,21.8,125.44,"Low Priority Region",99.37858
"ITI1","IT",2019,1.21,18.4,274.29,"High Investment, Low Fertility",50.28629000000003
"CH03","CH",2018,1.51,18.2,124.91,"Low Priority Region",99.42629
"CH03","CH",2018,1.51,18.2,124.91,"Low Priority Region",99.42629
"CH04","CH",2018,1.47,11.9,124.91,"Low Priority Region",99.46629
"ITI2","IT",2019,1.2,12.3,274.29,"High Investment, Low Fertility",50.29629000000003
"SI04","SI",2018,1.58,13.3,274.7,"Balanced Investment",50.43371
"RO32","RO",2019,1.55,21.7,124.74,"High Fert / Low Spend",99.60370999999999
"RO42","RO",2019,1.58,24,124.74,"High Fert / Low Spend",99.63371
"ITI4","IT",2019,1.18,24.1,274.29,"High Investment, Low Fertility",50.31629000000003
"RO11","RO",2019,1.69,23.4,124.74,"High Fert / Low Spend",99.74371
"RO22","RO",2019,1.84,49.5,124.74,"High Fert / Low Spend",99.89371
"HR04","HR",2018,1.49,22.6,124.3,"Low Priority Region",100.05628999999999
"ITF5","IT",2019,1.15,33,274.29,"High Investment, Low Fertility",50.346290000000025
"RO21","RO",2019,2.14,49.2,124.74,"High Fert / Low Spend",100.19371
"RO32","RO",2019,1.55,21.7,123.97,"High Fert / Low Spend",100.37370999999999
"RO42","RO",2019,1.58,24,123.97,"High Fert / Low Spend",100.40370999999999
