Country Or Territory,NUTS Code,NUTS Name,Degree Of Urbanisation,Year,Air Pollutant,Data Aggregation Id,Scenario,Category,Outcome,Health Indicator,Sex,Description Of Age Group,Affected  Population,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Value,Value - lower CI,Value - upper CI,Value for 100k Of Affected Population,Value for 100k Of Affected Population - lower CI,Value for 100k Of Affected Population - upper CI
"France","FRI3","Poitou-Charentes","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1180964","20292.0","7.3","8.3","4288","3257","4794","363","275","406"
"France","FRJ1","Languedoc-Roussillon","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1752023","14879.8","5.7","13.4","2125","1071","4177","121","61","238"
"France","FRI2","Limousin","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","499327","13877.6","5.8","7.0","102","77","114","20","15","22"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1224553","4671.8","11.3","18.4","266","134","521","21","10","42"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1910500","4671.8","4786.8","4338.0","978","774","1182","51","40","61"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1239211","4671.8","10.9","17.5","2709","1368","5314","218","110","428"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1921017","4671.8","5940.0","5448.6","104","82","126","5","4","6"
"France","FRI1","Aquitaine","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2136892","30814.0","7.9","9.3","907","690","1013","42","32","47"
"France","FRI2","Limousin","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","493422","13877.6","4.6","9.6","28","14","55","5","2","11"
"France","FRI2","Limousin","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","493422","13877.6","6.8","7.9","1604","1218","1794","325","246","363"
"France","FRI2","Limousin","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","496511","13877.6","6.6","7.4","1343","1019","1502","270","205","302"
"France","FRI2","Limousin","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","499327","13877.6","3.7","8.5","19","9","37","3","1","7"
"France","FRM0","Corse","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","192946","2724.4","3.5","8.9","79","40","157","41","20","81"
"France","FRM0","Corse","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","299103","2724.4","7633.5","6779.7","239","190","289","80","63","96"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1224553","4671.8","11.3","18.4","2990","1511","5854","244","123","478"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1239211","4671.8","9.5","11.0","735","560","821","59","45","66"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1239211","4671.8","9.5","11.0","8276","6304","9240","667","508","745"
"Germany","DE14","Tübingen","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1263071","5434.7","11.6","18.2","318","160","623","25","12","49"
"Germany","DE14","Tübingen","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1269234","5434.7","11.9","17.8","3107","1569","6096","244","123","480"
"Germany","DE14","Tübingen","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1828105","5434.7","6034.3","5483.4","126","100","153","6","5","8"
"France","FRK2","Rhône-Alpes","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","4134374","29505.5","8.4","18.7","10884","5509","21247","263","133","513"
"France","FRK2","Rhône-Alpes","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","4160245","29505.5","8.1","17.0","8960","4530","17531","215","108","421"
"France","FRL0","Provence-Alpes-Côte d_Azur","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","3215720","15203.9","7.7","18.6","8329","4212","16285","259","131","506"
"France","FRI2","Limousin","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","772313","13877.6","6074.9","5403.1","41","32","50","5","4","6"
"Finland","FI1C","Etelä-Suomi","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","790197","20077.5","3.7","8.3","120","60","238","15","7","30"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1910500","4671.8","4786.8","4338.0","82","65","99","4","3","5"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1916689","4671.8","7480.8","6729.9","128","101","155","6","5","8"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1232217","4671.8","11.8","18.6","274","138","538","22","11","43"
"France","FRF1","Alsace","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1239211","4671.8","10.9","17.5","240","121","472","19","9","38"
"Germany","DE14","Tübingen","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1263071","5434.7","9.2","10.4","795","605","888","63","47","70"
"Germany","DE14","Tübingen","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1263071","5434.7","9.2","10.4","8202","6242","9161","649","494","725"
"Germany","DE14","Tübingen","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1269234","5434.7","11.9","17.8","306","154","600","24","12","47"
"France","FRJ2","Midi-Pyrénées","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2985903","35124.1","4509.1","4277.1","126","100","153","4","3","5"
"France","FRM0","Corse","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","298426","2724.4","7000.9","6289.6","223","176","269","74","59","90"
"Germany","DE11","Stuttgart","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","4031488","6663.3","4747.3","4360.7","222","176","269","5","4","6"
"Germany","DE11","Stuttgart","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2802220","6663.3","10.5","11.7","2178","1659","2432","77","59","86"
"Germany","DE11","Stuttgart","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2802220","6663.3","10.5","11.7","22452","17106","25063","801","610","894"
"Germany","DE11","Stuttgart","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","4044708","6663.3","7225.9","6600.3","344","272","416","8","6","10"
"Germany","DE12","Karlsruhe","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1918793","4003.3","14.4","21.3","6784","3430","13266","353","178","691"
"Germany","DE12","Karlsruhe","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1928281","4003.3","13.3","19.7","569","287","1115","29","14","57"
"Germany","DE13","Freiburg","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2189158","6201.9","5843.3","5178.0","1533","1213","1852","70","55","84"
"Germany","DE13","Freiburg","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1529076","6201.9","10.1","16.0","2954","1490","5805","193","97","379"
"Germany","DE13","Freiburg","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1529076","6201.9","8.4","9.9","896","682","1001","58","44","65"
"France","FRM0","Corse","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","191855","2724.4","3.5","9.6","9","4","19","5","2","9"
"France","FRG0","Pays-de-la-Loire","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2358998","29500.2","8.9","9.7","12353","9394","13802","523","398","585"
"France","FRG0","Pays-de-la-Loire","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2373758","29500.2","4.6","8.6","63","32","125","2","1","5"
"France","FRG0","Pays-de-la-Loire","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","2373758","29500.2","8.5","9.3","11483","8730","12832","483","367","540"
"France","FRC1","Bourgogne","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1088662","18369.3","6.3","11.3","75","38","149","6","3","13"
"France","FRC1","Bourgogne","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1703992","18369.3","6118.2","6124.0","103","82","125","6","4","7"
"France","FRC2","Franche-Comté","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","782194","8570.8","6.9","12.0","60","30","119","7","3","15"
"France","FRE2","Picardie","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1281358","10464.0","10.8","11.9","9792","7462","10930","764","582","853"
"France","FRG0","Pays-de-la-Loire","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","2373758","29500.2","8.5","9.3","1012","770","1131","42","32","47"
"France","FRK1","Auvergne","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","895064","19481.0","5.0","11.4","74","37","145","8","4","16"
"France","FRK1","Auvergne","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1396444","19481.0","5096.9","4417.0","61","48","74","4","3","5"
"France","FRK1","Auvergne","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","900665","19481.0","6.4","7.6","2668","2026","2983","296","224","331"
"France","FRK1","Auvergne","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","905778","19481.0","5.6","6.9","177","134","198","19","14","21"
"France","FRI3","Poitou-Charentes","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1180964","20292.0","7.3","8.3","381","289","426","32","24","36"
"France","FRM0","Corse","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","190663","2724.4","3.4","8.9","102","51","201","53","27","105"
"France","FRM0","Corse","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","297465","2724.4","8023.8","7105.4","249","197","300","83","66","101"
"Germany","DE21","Oberbayern","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","4481781","11393.2","5861.1","5143.8","3134","2481","3787","69","55","84"
"Germany","DE24","Oberfranken","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","766095","4524.1","10.4","15.6","1388","700","2728","181","91","356"
"Germany","DE24","Oberfranken","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","766095","4524.1","11.1","12.0","634","483","708","82","63","92"
"Germany","DE24","Oberfranken","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1103419","4524.1","5737.6","5079.1","71","56","85","6","5","7"
"Germany","DE24","Oberfranken","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1103419","4524.1","5737.6","5079.1","762","603","920","69","54","83"
