STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,spscheme,Category of schemes,spdep,Detailed benefit expenditure type,spdepm,Means testing,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),DE,Germany,2018,,2850.2,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),DE,Germany,2019,,2664.25,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),DK,Denmark,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),DK,Denmark,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),DK,Denmark,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA12,Euro area - 12 countries (2001-2006),2017,,24231.15,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA12,Euro area - 12 countries (2001-2006),2018,,24091.29,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA12,Euro area - 12 countries (2001-2006),2019,,23813,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA19,Euro area - 19 countries  (2015-2022),2017,,24640.19,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA19,Euro area - 19 countries  (2015-2022),2018,,24469.9,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA19,Euro area - 19 countries  (2015-2022),2019,,24184.3,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA20,Euro area – 20 countries (from 2023),2017,,24812.2,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA20,Euro area – 20 countries (from 2023),2018,,24631.6,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EA20,Euro area – 20 countries (from 2023),2019,,24353.61,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EE,Estonia,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EE,Estonia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EE,Estonia,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EL,Greece,2017,,670.82,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EL,Greece,2018,,1110.56,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EL,Greece,2019,,1066.56,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),ES,Spain,2017,,599.24,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),ES,Spain,2018,,596.42,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),ES,Spain,2019,,646.06,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EU27_2020,European Union - 27 countries (from 2020),2017,,28524.66,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EU27_2020,European Union - 27 countries (from 2020),2018,,28000.93,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),EU27_2020,European Union - 27 countries (from 2020),2019,,25932.96,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),FI,Finland,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),FI,Finland,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),FI,Finland,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),FR,France,2017,,7532.49,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),FR,France,2018,,7527.54,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),FR,France,2019,,7265.91,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),HR,Croatia,2017,,171.8,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),HR,Croatia,2018,,161.43,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),HR,Croatia,2019,,169.08,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),HU,Hungary,2017,,16.96,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),HU,Hungary,2018,,14.22,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),HU,Hungary,2019,,13.76,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IE,Ireland,2017,,927.02,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IE,Ireland,2018,,920.17,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IE,Ireland,2019,,909,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IS,Iceland,2017,,66.98,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IS,Iceland,2018,,70.95,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IS,Iceland,2019,,79.2,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IT,Italy,2017,,8497.7,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IT,Italy,2018,,8141.29,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),IT,Italy,2019,,8125.76,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LT,Lithuania,2017,,26.56,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LT,Lithuania,2018,,3.33,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LT,Lithuania,2019,,2.55,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LU,Luxembourg,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LU,Luxembourg,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LU,Luxembourg,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LV,Latvia,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LV,Latvia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),LV,Latvia,2019,,0,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),ME,Montenegro,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),ME,Montenegro,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),ME,Montenegro,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),MK,North Macedonia,2017,,2.14,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),MT,Malta,2017,,24.94,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),MT,Malta,2018,,24.15,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),MT,Malta,2019,,22.84,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),NL,Netherlands,2017,,1847.9,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),NL,Netherlands,2018,,1821.13,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),NL,Netherlands,2019,,1918.34,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),NO,Norway,2017,,596.63,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),NO,Norway,2018,,590.41,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),NO,Norway,2019,,585.35,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),PL,Poland,2017,,3381.3,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,MT,Means-tested,MEUR_KP15,Million euro (at constant 2015 prices),PL,Poland,2018,,3016.93,,,,,
